conversation_id,patient_message,doctor_response,intent,sentiment,summary,key_points
260,Can I book a follow-up with Dr. Smith for my post-op check?,I regret to inform you that Dr. Smith's schedule is completely full for the next month.,request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"follow-up, Smith, post-op, check?"
261,My pharmacy says they need prior authorization for my new cholesterol meds.,"Unfortunately, I cannot authorize this refill until we address these concerning lab results.",ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"pharmacy, prior, authorization, cholesterol, meds."
262,How do I get a copy of my medical records transferred to another provider?,Insurance verification protocols require submission of credentials 48 hours prior to scheduled appointments.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"medical, records, transferred, another, provider?"
263,What's your policy on late cancellations?,Great question! We're pleased to offer extended holiday hours for your convenience.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"What's, policy, cancellations?"
264,I've been waiting 45 minutes past my scheduled appointment time.,Your experience worries me greatly. No patient should face these kinds of issues.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"waiting, minutes, scheduled, appointment, time."
265,I've had a persistent headache for three days now with blurred vision.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"persistent, headache, three, blurred, vision."
266,The physical therapy exercises caused more pain - is this normal?,These test results raise some concerns for me. Let's take a closer look at what's happening.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"physical, therapy, exercises, caused, normal?"
267,I'd like to make a same-day urgent appointment if possible.,"Given your situation, I'll rearrange the schedule to fit you in today. This can't wait.",request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"same-day, urgent, appointment, possible."
268,Where can I park when coming for my appointment?,I regret to inform you that we no longer accept that insurance plan as of last month.,general_questions,negative,Patient asked general information about services. Communication expressed concerns or dissatisfaction.,"Where, coming, appointment?"
269,My child needs a sports physical - do you have pediatric appointments tomorrow?,"You know what, I remember you from your last visit! Let's find a perfect time that works for you.",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"child, needs, sports, physical, pediatric"
270,I've been having chest palpitations that last several minutes at a time.,I'm sorry you've been dealing with this discomfort. We should have caught this during your last visit.,discuss_symptoms,apologetic,Patient described current health symptoms. Communication included regret or apologies.,"having, chest, palpitations, several, minutes"
271,There's a strange numbness in my left arm that won't go away.,"You know, I had another patient with similar issues last week - don't worry, we'll get to the bottom of this!",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"There's, strange, numbness, won't, away."
272,The physical therapy exercises caused more pain - is this normal?,I'm not satisfied with your progress. These symptoms indicate the treatment isn't working.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"physical, therapy, exercises, caused, normal?"
273,The receptionist was very rude when I called to reschedule.,Your experience worries me greatly. No patient should face these kinds of issues.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"receptionist, called, reschedule."
274,The billing department charged me for services I never received.,I appreciate you bringing this to our attention. We're always looking for ways to do better.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"billing, department, charged, services, never"
275,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,Your grievance has been documented and will be addressed according to our patient resolution protocol.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"doctor, didn't, explain, diagnosis, clearly"
276,I need to schedule my annual diabetes screening and checkup.,I'm putting you down for our emergency slot at 3pm today. Please arrive 15 minutes early.,request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"schedule, annual, diabetes, screening, checkup."
277,I've had a persistent headache for three days now with blurred vision.,"I understand your concern and I'm glad you came in. Based on what you're describing, we have several good treatment options.",discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"persistent, headache, three, blurred, vision."
278,I have severe diarrhea and vomiting since last night - can't keep anything down.,"According to clinical guidelines, these symptoms necessitate a comprehensive examination and possibly diagnostic imaging.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"severe, diarrhea, vomiting, since, night"
279,I noticed blood in my urine this morning with some burning sensation.,"I hear you're really going through a tough time with these symptoms. Let's figure this out together, okay?",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"noticed, blood, urine, morning, burning"
280,The antibiotics helped but my sinus infection isn't completely gone.,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"antibiotics, helped, sinus, infection, isn't"
281,The antidepressant dosage doesn't seem effective anymore - can we adjust?,I'm pleased to renew this prescription for you. The treatment seems to be working very well.,ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"antidepressant, dosage, doesn't, effective, anymore"
282,The receptionist was very rude when I called to reschedule.,The administrative team will conduct a thorough investigation into the reported procedural deviation.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"receptionist, called, reschedule."
283,The antidepressant dosage doesn't seem effective anymore - can we adjust?,I'm a bit worried about these side effects you're mentioning. Let's discuss alternatives to this medication.,ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"antidepressant, dosage, doesn't, effective, anymore"
284,The receptionist was very rude when I called to reschedule.,I appreciate you bringing this to our attention. We're always looking for ways to do better.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"receptionist, called, reschedule."
285,The antibiotics helped but my sinus infection isn't completely gone.,I apologize that you're still experiencing these symptoms. We should have addressed this differently.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"antibiotics, helped, sinus, infection, isn't"
286,My insulin prescription is running low - can you send a refill to CVS?,No problem at all with that refill! I'll take care of it right away so you don't have to worry.,ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"insulin, prescription, running, refill"
287,What's your policy on late cancellations?,I'm concerned about your insurance coverage. Let me check some details to make sure you're fully covered.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"What's, policy, cancellations?"
288,What's your policy on late cancellations?,This information is critical - our emergency services remain open 24/7 including all holidays.,general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"What's, policy, cancellations?"
289,Which hospital are you affiliated with for emergencies?,"For urgent needs, please note our special holiday triage line is always available.",general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"Which, hospital, affiliated, emergencies?"
290,My blood sugar levels have stabilized - do I still need the same dosage?,"You know, I've been thinking about your case - sounds like you're really making progress!",follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"blood, sugar, levels, stabilized, still"
291,I have severe diarrhea and vomiting since last night - can't keep anything down.,"I understand your concern and I'm glad you came in. Based on what you're describing, we have several good treatment options.",discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"severe, diarrhea, vomiting, since, night"
292,I'd like to make a same-day urgent appointment if possible.,"You know what, I remember you from your last visit! Let's find a perfect time that works for you.",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"same-day, urgent, appointment, possible."
293,The antidepressant dosage doesn't seem effective anymore - can we adjust?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"antidepressant, dosage, doesn't, effective, anymore"
294,I completed the treatment but still feel fatigued - what next?,"Upon review of your follow-up data, clinical parameters suggest modification of the treatment protocol.",follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"completed, treatment, still, fatigued, next?"
295,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,The administrative team will conduct a thorough investigation into the reported procedural deviation.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"doctor, didn't, explain, diagnosis, clearly"
296,The rash has spread despite using the prescribed cream - what now?,I'm very encouraged by your progress! The treatment is working exactly as we hoped.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"spread, despite, using, prescribed, cream"
297,The rash has spread despite using the prescribed cream - what now?,Hey there! So good to hear from you! How are you feeling after our last appointment?,follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"spread, despite, using, prescribed, cream"
298,What COVID safety measures are you currently following?,"Unfortunately, our holiday hours are significantly reduced due to staffing limitations.",general_questions,negative,Patient asked general information about services. Communication expressed concerns or dissatisfaction.,"COVID, safety, measures, currently, following?"
299,Do you provide interpreter services for non-English speakers?,Great question! We're pleased to offer extended holiday hours for your convenience.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"provide, interpreter, services, non-English, speakers?"
300,Do you accept my new insurance plan?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"accept, insurance, plan?"
301,It's been 2 weeks since my surgery - when should I come for a wound check?,I'm very encouraged by your progress! The treatment is working exactly as we hoped.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"weeks, since, surgery, should, wound"
302,Do you provide interpreter services for non-English speakers?,The facility operational hours during designated holidays are restricted to 10am-2pm for essential services only.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"provide, interpreter, services, non-English, speakers?"
303,I've been having chest palpitations that last several minutes at a time.,I apologize that you've been suffering. The healthcare system can sometimes miss these early signs.,discuss_symptoms,apologetic,Patient described current health symptoms. Communication included regret or apologies.,"having, chest, palpitations, several, minutes"
304,The rash has spread despite using the prescribed cream - what now?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"spread, despite, using, prescribed, cream"
305,I'd prefer a telehealth visit if available - when's the next opening?,"Unfortunately, we're extremely booked for the next three weeks due to staff shortages.",request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"prefer, telehealth, visit, available, when's"
306,Are there any weekend slots available for a general consultation?,"Upon reviewing the physician's calendar, there is availability on Thursday at 2:15pm or Friday at 10:30am.",request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"there, weekend, slots, available, general"
307,The biopsy results came back - can we discuss them at my next visit?,"Given what you're describing, I need you to come in immediately for reassessment.",follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"biopsy, results, discuss, visit?"
308,The billing department charged me for services I never received.,Thank you so much for this feedback. It's patients like you who help us improve our services.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"billing, department, charged, services, never"
309,I need to schedule my annual diabetes screening and checkup.,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"schedule, annual, diabetes, screening, checkup."
310,The receptionist was very rude when I called to reschedule.,Thank you so much for this feedback. It's patients like you who help us improve our services.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"receptionist, called, reschedule."
311,I lost my prescription slip for the antibiotics - can you reissue?,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"prescription, antibiotics, reissue?"
312,The prescription you sent was out of stock at my pharmacy with no alternatives.,Thank you for bringing this to our attention. This isn't our usual standard.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"prescription, stock, pharmacy, alternatives."
313,My pharmacy says they need prior authorization for my new cholesterol meds.,"Given your situation, I'm authorizing an immediate refill that you can pick up today.",ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"pharmacy, prior, authorization, cholesterol, meds."
314,Are there any weekend slots available for a general consultation?,I'd be happy to schedule that for you! We have some excellent time slots available.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"there, weekend, slots, available, general"
315,The billing department charged me for services I never received.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"billing, department, charged, services, never"
316,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,"Given the severity of this issue, I'm taking immediate steps to address it today.",complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"doctor, didn't, explain, diagnosis, clearly"
317,How do I get a copy of my medical records transferred to another provider?,"You know what, parking is actually free on weekends - a little bonus for our Saturday patients!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"medical, records, transferred, another, provider?"
318,Can you prescribe something stronger for my chronic back pain?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescribe, something, stronger, chronic, pain?"
319,I have severe diarrhea and vomiting since last night - can't keep anything down.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"severe, diarrhea, vomiting, since, night"
320,Can I book a follow-up with Dr. Smith for my post-op check?,I apologize for the scheduling difficulties. We're working to improve our availability.,request_appointment,apologetic,Patient requested a future consultation. Communication included regret or apologies.,"follow-up, Smith, post-op, check?"
321,The prescription you sent was out of stock at my pharmacy with no alternatives.,"Given the severity of this issue, I'm taking immediate steps to address it today.",complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"prescription, stock, pharmacy, alternatives."
322,Where can I park when coming for my appointment?,The facility operational hours during designated holidays are restricted to 10am-2pm for essential services only.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"Where, coming, appointment?"
323,My insulin prescription is running low - can you send a refill to CVS?,I apologize for the confusion with your prescription. Let me fix this right away.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"insulin, prescription, running, refill"
324,There's a strange numbness in my left arm that won't go away.,I'm genuinely concerned about what you're experiencing. Let's take these symptoms very seriously.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"There's, strange, numbness, won't, away."
325,The nurse didn't return my urgent call about medication side effects.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"nurse, didn't, return, urgent, about"
326,I'm having bad side effects from the new medication - can we switch?,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"having, effects, medication, switch?"
327,The antidepressant dosage doesn't seem effective anymore - can we adjust?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"antidepressant, dosage, doesn't, effective, anymore"
328,My insulin prescription is running low - can you send a refill to CVS?,"Unfortunately, I cannot authorize this refill until we address these concerning lab results.",ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"insulin, prescription, running, refill"
329,Do you provide interpreter services for non-English speakers?,I'm worried you might have trouble with parking during construction - let me suggest some alternatives.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"provide, interpreter, services, non-English, speakers?"
330,The antidepressant dosage doesn't seem effective anymore - can we adjust?,"Hey, thanks for the heads-up about running low! I'll get that sent over to your pharmacy today.",ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"antidepressant, dosage, doesn't, effective, anymore"
331,I've been tracking my blood pressure as instructed - should I continue the meds?,These follow-up symptoms require urgent attention. Can you come to the office today?,follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"tracking, blood, pressure, instructed, should"
332,What are your clinic hours on holidays?,Great question! We're pleased to offer extended holiday hours for your convenience.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"clinic, hours, holidays?"
333,I'm having bad side effects from the new medication - can we switch?,"Given your situation, I'm authorizing an immediate refill that you can pick up today.",ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"having, effects, medication, switch?"
334,I noticed blood in my urine this morning with some burning sensation.,"According to clinical guidelines, these symptoms necessitate a comprehensive examination and possibly diagnostic imaging.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"noticed, blood, urine, morning, burning"
335,Do you accept my new insurance plan?,"For urgent needs, please note our special holiday triage line is always available.",general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"accept, insurance, plan?"
336,Can I book a follow-up with Dr. Smith for my post-op check?,I regret to inform you that Dr. Smith's schedule is completely full for the next month.,request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"follow-up, Smith, post-op, check?"
337,I've had a persistent headache for three days now with blurred vision.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"persistent, headache, three, blurred, vision."
338,The physical therapy exercises caused more pain - is this normal?,I'm sorry the treatment hasn't provided the relief we expected. Let's try a different approach.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"physical, therapy, exercises, caused, normal?"
339,I've been tracking my blood pressure as instructed - should I continue the meds?,These test results raise some concerns for me. Let's take a closer look at what's happening.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"tracking, blood, pressure, instructed, should"
340,My child needs a sports physical - do you have pediatric appointments tomorrow?,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"child, needs, sports, physical, pediatric"
341,I have severe diarrhea and vomiting since last night - can't keep anything down.,Thank you for providing such clear details about your symptoms. This gives us a promising starting point for treatment.,discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"severe, diarrhea, vomiting, since, night"
342,"My joints are swollen and painful, especially in the mornings.",I'm quite worried about these symptoms. They indicate a potentially serious condition we need to address.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"joints, swollen, painful,, especially, mornings."
343,How do I get a copy of my medical records transferred to another provider?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"medical, records, transferred, another, provider?"
344,I need to schedule my annual diabetes screening and checkup.,"Given your situation, I'll rearrange the schedule to fit you in today. This can't wait.",request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"schedule, annual, diabetes, screening, checkup."
345,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,"Given the severity of this issue, I'm taking immediate steps to address it today.",complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"doctor, didn't, explain, diagnosis, clearly"
346,What are your clinic hours on holidays?,"Oh, holidays are actually when we have our most flexible hours! We try to make it super convenient!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"clinic, hours, holidays?"
347,It's been 2 weeks since my surgery - when should I come for a wound check?,These test results are not what we hoped for. We need to reconsider our approach immediately.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"weeks, since, surgery, should, wound"
348,I need to schedule a physical exam before my overseas trip next month.,"Given your situation, I'll rearrange the schedule to fit you in today. This can't wait.",request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"schedule, physical, before, overseas, month."
349,I lost my prescription slip for the antibiotics - can you reissue?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"prescription, antibiotics, reissue?"
350,Are there any weekend slots available for a general consultation?,"You know what, I remember you from your last visit! Let's find a perfect time that works for you.",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"there, weekend, slots, available, general"
351,My pharmacy says they need prior authorization for my new cholesterol meds.,The clinical protocol indicates that medication adjustment may be warranted based on reported efficacy.,ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"pharmacy, prior, authorization, cholesterol, meds."
352,How do I get a copy of my medical records transferred to another provider?,"For urgent needs, please note our special holiday triage line is always available.",general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"medical, records, transferred, another, provider?"
353,I'm traveling abroad and need a 3-month supply of my blood thinners.,"These symptoms concern me - before renewing, I'd like to check if this medication is still right for you.",ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"traveling, abroad, 3-month, supply, blood"
354,I've been waiting 45 minutes past my scheduled appointment time.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"waiting, minutes, scheduled, appointment, time."
355,Are there any weekend slots available for a general consultation?,"Hey, no problem at all! I can totally squeeze you in this Friday - how does that sound?",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"there, weekend, slots, available, general"
356,I noticed blood in my urine this morning with some burning sensation.,I'm quite worried about these symptoms. They indicate a potentially serious condition we need to address.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"noticed, blood, urine, morning, burning"
357,The prescription you sent was out of stock at my pharmacy with no alternatives.,The administrative team will conduct a thorough investigation into the reported procedural deviation.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"prescription, stock, pharmacy, alternatives."
358,I've been having chest palpitations that last several minutes at a time.,I'm sorry you've been dealing with this discomfort. We should have caught this during your last visit.,discuss_symptoms,apologetic,Patient described current health symptoms. Communication included regret or apologies.,"having, chest, palpitations, several, minutes"
359,Your online portal isn't working and I can't access my medical records.,"I'm totally with you on this one - that experience wasn't okay, and we can do better!",complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"online, portal, isn't, working, can't"
360,I've been tracking my blood pressure as instructed - should I continue the meds?,Hey there! So good to hear from you! How are you feeling after our last appointment?,follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"tracking, blood, pressure, instructed, should"
361,The rash has spread despite using the prescribed cream - what now?,"Upon review of your follow-up data, clinical parameters suggest modification of the treatment protocol.",follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"spread, despite, using, prescribed, cream"
362,I'd prefer a telehealth visit if available - when's the next opening?,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"prefer, telehealth, visit, available, when's"
363,"My joints are swollen and painful, especially in the mornings.",These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"joints, swollen, painful,, especially, mornings."
364,The physical therapy exercises caused more pain - is this normal?,These follow-up symptoms require urgent attention. Can you come to the office today?,follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"physical, therapy, exercises, caused, normal?"
365,What's your policy on late cancellations?,Insurance verification protocols require submission of credentials 48 hours prior to scheduled appointments.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"What's, policy, cancellations?"
366,I'm traveling abroad and need a 3-month supply of my blood thinners.,No problem at all with that refill! I'll take care of it right away so you don't have to worry.,ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"traveling, abroad, 3-month, supply, blood"
367,I've had a persistent headache for three days now with blurred vision.,"Given what you've described, we need to run tests immediately. This requires urgent attention.",discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"persistent, headache, three, blurred, vision."
368,The prescription you sent was out of stock at my pharmacy with no alternatives.,Your grievance has been documented and will be addressed according to our patient resolution protocol.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"prescription, stock, pharmacy, alternatives."
369,The billing department charged me for services I never received.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"billing, department, charged, services, never"
370,Your online portal isn't working and I can't access my medical records.,Your experience worries me greatly. No patient should face these kinds of issues.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"online, portal, isn't, working, can't"
371,I've been tracking my blood pressure as instructed - should I continue the meds?,I'm sorry the treatment hasn't provided the relief we expected. Let's try a different approach.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"tracking, blood, pressure, instructed, should"
372,I noticed blood in my urine this morning with some burning sensation.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"noticed, blood, urine, morning, burning"
373,Are there any weekend slots available for a general consultation?,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"there, weekend, slots, available, general"
374,The rash has spread despite using the prescribed cream - what now?,These follow-up symptoms require urgent attention. Can you come to the office today?,follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"spread, despite, using, prescribed, cream"
375,My pharmacy says they need prior authorization for my new cholesterol meds.,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"pharmacy, prior, authorization, cholesterol, meds."
376,I've had a persistent headache for three days now with blurred vision.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"persistent, headache, three, blurred, vision."
377,What COVID safety measures are you currently following?,"Oh, holidays are actually when we have our most flexible hours! We try to make it super convenient!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"COVID, safety, measures, currently, following?"
378,The antibiotics helped but my sinus infection isn't completely gone.,I'm sorry the treatment hasn't provided the relief we expected. Let's try a different approach.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"antibiotics, helped, sinus, infection, isn't"
379,Can I book a follow-up with Dr. Smith for my post-op check?,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"follow-up, Smith, post-op, check?"
380,I'm experiencing shortness of breath even with minimal activity.,"You know, I had another patient with similar issues last week - don't worry, we'll get to the bottom of this!",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"experiencing, shortness, breath, minimal, activity."
381,I've been tracking my blood pressure as instructed - should I continue the meds?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"tracking, blood, pressure, instructed, should"
382,I lost my prescription slip for the antibiotics - can you reissue?,I'm pleased to renew this prescription for you. The treatment seems to be working very well.,ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"prescription, antibiotics, reissue?"
383,Are there any weekend slots available for a general consultation?,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"there, weekend, slots, available, general"
384,What are your clinic hours on holidays?,I'm concerned about your insurance coverage. Let me check some details to make sure you're fully covered.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"clinic, hours, holidays?"
385,Can you prescribe something stronger for my chronic back pain?,I'm concerned about renewing this medication without seeing you first. These side effects are troubling.,ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"prescribe, something, stronger, chronic, pain?"
386,I noticed blood in my urine this morning with some burning sensation.,"I understand your concern and I'm glad you came in. Based on what you're describing, we have several good treatment options.",discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"noticed, blood, urine, morning, burning"
387,Which hospital are you affiliated with for emergencies?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"Which, hospital, affiliated, emergencies?"
388,I'm having bad side effects from the new medication - can we switch?,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"having, effects, medication, switch?"
